Local time,Open,High,Low,Close,Volume
03.03.2010 08:00:00.000 GMT+0800,0.90454,0.90851,0.90071,0.90496,69298.9688
04.03.2010 08:00:00.000 GMT+0800,0.90501,0.90531,0.89782,0.89946,56865.4414
05.03.2010 08:00:00.000 GMT+0800,0.89944,0.90924,0.89916,0.90799,45034.25
06.03.2010 08:00:00.000 GMT+0800,0.90799,0.90799,0.90799,0.90799,0
07.03.2010 08:00:00.000 GMT+0800,0.90809,0.91044,0.90753,0.90944,1878.0601
08.03.2010 08:00:00.000 GMT+0800,0.90946,0.91326,0.90736,0.90839,46383.4219
09.03.2010 08:00:00.000 GMT+0800,0.90841,0.91626,0.90548,0.91528,58275.5586
10.03.2010 08:00:00.000 GMT+0800,0.91531,0.91926,0.91257,0.91372,58129.6719
11.03.2010 08:00:00.000 GMT+0800,0.91370,0.91696,0.91097,0.91549,51927.8906
12.03.2010 08:00:00.000 GMT+0800,0.91551,0.91938,0.91398,0.91546,50518.75
13.03.2010 08:00:00.000 GMT+0800,0.91546,0.91546,0.91546,0.91546,0
14.03.2010 08:00:00.000 GMT+0800,0.91732,0.91776,0.91642,0.91764,1200.49
15.03.2010 08:00:00.000 GMT+0800,0.91766,0.91776,0.90946,0.91332,48980.6211
16.03.2010 08:00:00.000 GMT+0800,0.91334,0.92065,0.91186,0.91884,40052.75
17.03.2010 08:00:00.000 GMT+0800,0.91886,0.92516,0.91731,0.92310,57382.1484
18.03.2010 08:00:00.000 GMT+0800,0.92309,0.92331,0.91796,0.92102,43404.7422
19.03.2010 08:00:00.000 GMT+0800,0.92106,0.92236,0.91281,0.91631,65792.3984
20.03.2010 08:00:00.000 GMT+0800,0.91631,0.91631,0.91631,0.91631,0
21.03.2010 08:00:00.000 GMT+0800,0.91507,0.91552,0.91317,0.91375,1494.14
22.03.2010 08:00:00.000 GMT+0800,0.91380,0.91868,0.90838,0.91854,61277.5781
23.03.2010 08:00:00.000 GMT+0800,0.91855,0.91977,0.91357,0.91812,49888.6484
24.03.2010 08:00:00.000 GMT+0800,0.91810,0.91866,0.90651,0.91150,68020.0078
25.03.2010 08:00:00.000 GMT+0800,0.91151,0.91403,0.90620,0.90855,56264.2813
